Method,Basis_Set,ModChem_Class,Basis_Class,SF_low,SF_mid,SF_high
B2PLYP,6-311G,DH/TZ,Unpolarised,1.05123638,0.979140558,0.960584101
B2PLYP,6-311G*,DH/TZ,Polarised,0.996076009,0.963910788,0.954695836
B2PLYP,6-311+G,DH/TZ,Unpolarised,1.059236108,0.982124879,0.961401975
B2PLYP,6-311+G*,DH/TZ,Polarised,1.003859011,0.967686317,0.955007279
B2PLYP,6-31G,DH/DZ,Unpolarised,1.042969376,0.973871982,0.952954128
B2PLYP,6-31G*,DH/DZ,Polarised,0.988516764,0.956777797,0.948495155
B2PLYP,6-31+G,DH/DZ,Unpolarised,1.058792596,0.980586326,0.953874732
B2PLYP,6-31+G*,DH/DZ,Polarised,0.997678848,0.964816493,0.949576994
B2PLYP,aug-cc-pVDZ,DH/DZ,Polarised,1.007447588,0.98618153,0.952728288
B2PLYP,aug-cc-pVTZ,DH/TZ,Polarised,0.993463516,0.976371894,0.956518968
B2PLYP,aug-pc-1,DH/DZ,Polarised,1.005822347,0.977882094,0.952999546
B2PLYP,aug-pc-2,DH/TZ,Polarised,0.989257655,0.974526907,0.953732801
B2PLYP,aug-pcseg-1,DH/DZ,Polarised,1.007442916,0.97840195,0.953339299
B2PLYP,aug-pcseg-2,DH/TZ,Polarised,0.989449998,0.974717124,0.954025938
B2PLYP,cc-pVDZ,DH/DZ,Polarised,0.9970103,0.97948541,0.955601458
B2PLYP,cc-pVTZ,DH/TZ,Polarised,0.989945814,0.973483491,0.955895571
B2PLYP,def2-SVP,DH/DZ,Polarised,0.982399629,0.971201534,0.951462025
B2PLYP,def2-SVPD,DH/DZ,Polarised,0.996614961,0.980156362,0.952866703
B2PLYP,def2-TZVP,DH/TZ,Polarised,0.989836516,0.973861682,0.956387758
B2PLYP,def2-TZVPD,DH/TZ,Polarised,0.990706969,0.975862938,0.956966526
B2PLYP,def2-TZVPP,DH/TZ,Polarised,0.988625969,0.973827602,0.954954511
B2PLYP,def2-TZVPPD,DH/TZ,Polarised,0.990316609,0.975066889,0.955079541
B2PLYP,pc-1,DH/DZ,Polarised,0.994885842,0.971151381,0.948910173
B2PLYP,pc-2,DH/TZ,Polarised,0.987239209,0.973522339,0.952808723
B2PLYP,pcseg-1,DH/DZ,Polarised,0.996332615,0.971394427,0.949103312
B2PLYP,pcseg-2,DH/TZ,Polarised,0.987887049,0.974006383,0.953270152
B2PLYP,SNSD,DH/DZ,Polarised,1.000045479,0.976977804,0.954521862
B2PLYPD3,6-311G,DH/TZ,Unpolarised,1.049681789,0.977190695,0.960127019
B2PLYPD3,6-311G*,DH/TZ,Polarised,0.99565542,0.963649273,0.954533846
B2PLYPD3,6-311+G,DH/TZ,Unpolarised,1.058035398,0.982019263,0.96104256
B2PLYPD3,6-311+G*,DH/TZ,Polarised,1.002847592,0.967578691,0.954938896
B2PLYPD3,6-31G,DH/DZ,Unpolarised,1.042557998,0.973532225,0.952732541
B2PLYPD3,6-31G*,DH/DZ,Polarised,0.988169476,0.956600955,0.948418907
B2PLYPD3,6-31+G,DH/DZ,Unpolarised,1.057836039,0.980166497,0.953609561
B2PLYPD3,6-31+G*,DH/DZ,Polarised,0.997663904,0.96468212,0.949435745
B2PLYPD3,aug-cc-pVDZ,DH/DZ,Polarised,1.007180352,0.986417678,0.952590462
B2PLYPD3,aug-cc-pVTZ,DH/TZ,Polarised,0.992942608,0.976345117,0.956441051
B2PLYPD3,aug-pc-1,DH/DZ,Polarised,1.00354483,0.976283142,0.95229951
B2PLYPD3,aug-pc-2,DH/TZ,Polarised,0.989035703,0.974362156,0.953596776
B2PLYPD3,aug-pcseg-1,DH/DZ,Polarised,1.006885153,0.97808927,0.953225986
B2PLYPD3,aug-pcseg-2,DH/TZ,Polarised,0.988884077,0.974571832,0.95383088
B2PLYPD3,cc-pVDZ,DH/DZ,Polarised,0.996477251,0.979336602,0.955444396
B2PLYPD3,cc-pVTZ,DH/TZ,Polarised,0.989706408,0.97345233,0.955830071
B2PLYPD3,def2-SVP,DH/DZ,Polarised,0.977725341,0.969516822,0.948350719
B2PLYPD3,def2-SVPD,DH/DZ,Polarised,0.994386496,0.978479711,0.952163518
B2PLYPD3,def2-TZVP,DH/TZ,Polarised,0.987337227,0.972228909,0.955649539
B2PLYPD3,def2-TZVPD,DH/TZ,Polarised,0.990274473,0.975705212,0.956863762
B2PLYPD3,def2-TZVPP,DH/TZ,Polarised,0.98830074,0.973761183,0.954795483
B2PLYPD3,def2-TZVPPD,DH/TZ,Polarised,0.98958967,0.975008335,0.954963872
B2PLYPD3,pc-1,DH/DZ,Polarised,0.991044114,0.969401311,0.945795701
B2PLYPD3,pc-2,DH/TZ,Polarised,0.985016917,0.971791111,0.952153349
B2PLYPD3,pcseg-1,DH/DZ,Polarised,0.992051987,0.969717015,0.945752992
B2PLYPD3,pcseg-2,DH/TZ,Polarised,0.987665012,0.973636051,0.953185704
B2PLYPD3,SNSD,DH/DZ,Polarised,0.99993578,0.976837481,0.954369456
B3LYP,6-311G,Hybrid/TZ,Unpolarised,1.039886384,0.979904504,0.966951486
B3LYP,6-311G*,Hybrid/TZ,Polarised,0.996737816,0.967522601,0.963239053
B3LYP,6-311+G,Hybrid/TZ,Unpolarised,1.04412268,0.983650759,0.967180644
B3LYP,6-311+G*,Hybrid/TZ,Polarised,1.000197137,0.970761931,0.962995959
B3LYP,6-31G,Hybrid/DZ,Unpolarised,1.031063243,0.975031772,0.958162846
B3LYP,6-31G*,Hybrid/DZ,Polarised,0.991112553,0.961018924,0.957833297
B3LYP,6-31+G,Hybrid/DZ,Unpolarised,1.03966795,0.981685513,0.958146541
B3LYP,6-31+G*,Hybrid/DZ,Polarised,0.997411923,0.969908339,0.958611764
B3LYP,aug-cc-pVDZ,Hybrid/DZ,Polarised,1.006525836,0.986582843,0.960436509
B3LYP,aug-cc-pVTZ,Hybrid/TZ,Polarised,0.995068024,0.97674736,0.9632431
B3LYP,aug-pc-1,Hybrid/DZ,Polarised,1.004092244,0.982937084,0.960017226
B3LYP,aug-pc-2,Hybrid/TZ,Polarised,0.992806339,0.976417204,0.962122092
B3LYP,aug-pcseg-1,Hybrid/DZ,Polarised,1.007565632,0.983219447,0.962992548
B3LYP,aug-pcseg-2,Hybrid/TZ,Polarised,0.992334491,0.976322926,0.962069074
B3LYP,cc-pVDZ,Hybrid/DZ,Polarised,0.996266306,0.982856655,0.962154341
B3LYP,cc-pVTZ,Hybrid/TZ,Polarised,0.992676242,0.974702575,0.963422662
B3LYP,def2-SVP,Hybrid/DZ,Polarised,0.987122381,0.977634698,0.962713344
B3LYP,def2-SVPD,Hybrid/DZ,Polarised,0.993935961,0.982822562,0.958230533
B3LYP,def2-TZVP,Hybrid/TZ,Polarised,0.993786429,0.976640183,0.963599001
B3LYP,def2-TZVPD,Hybrid/TZ,Polarised,0.99457825,0.977948543,0.963509452
B3LYP,def2-TZVPP,Hybrid/TZ,Polarised,0.993192216,0.976262618,0.962943452
B3LYP,def2-TZVPPD,Hybrid/TZ,Polarised,0.992373236,0.975534275,0.96202311
B3LYP,pc-1,Hybrid/DZ,Polarised,0.997675563,0.977443587,0.96052734
B3LYP,pc-2,Hybrid/TZ,Polarised,0.992048432,0.975617388,0.96184544
B3LYP,pcseg-1,Hybrid/DZ,Polarised,0.99862395,0.979352025,0.958476485
B3LYP,pcseg-2,Hybrid/TZ,Polarised,0.991450517,0.975834312,0.96206224
B3LYP,SNSD,Hybrid/DZ,Polarised,1.000961667,0.979673528,0.961842385
B3LYPD3BJ,6-311G,Hybrid/TZ,Unpolarised,1.035614857,0.977643043,0.963256738
B3LYPD3BJ,6-311G*,Hybrid/TZ,Polarised,0.996012139,0.967433673,0.962853678
B3LYPD3BJ,6-311+G,Hybrid/TZ,Unpolarised,1.041753975,0.981656559,0.96624186
B3LYPD3BJ,6-311+G*,Hybrid/TZ,Polarised,0.999560724,0.970594958,0.962712255
B3LYPD3BJ,6-31G,Hybrid/DZ,Unpolarised,1.029821877,0.972960476,0.957025427
B3LYPD3BJ,6-31G*,Hybrid/DZ,Polarised,0.988678131,0.9609133,0.955086743
B3LYPD3BJ,6-31+G,Hybrid/DZ,Unpolarised,1.037425341,0.979582701,0.956982445
B3LYPD3BJ,6-31+G*,Hybrid/DZ,Polarised,0.99474045,0.968045077,0.957627288
B3LYPD3BJ,aug-cc-pVDZ,Hybrid/DZ,Polarised,1.007461199,0.98727311,0.958890041
B3LYPD3BJ,aug-cc-pVTZ,Hybrid/TZ,Polarised,0.994447116,0.976674782,0.962884842
B3LYPD3BJ,aug-pc-1,Hybrid/DZ,Polarised,1.004762607,0.982672524,0.962258983
B3LYPD3BJ,aug-pc-2,Hybrid/TZ,Polarised,0.992001507,0.975853535,0.961728886
B3LYPD3BJ,aug-pcseg-1,Hybrid/DZ,Polarised,1.004585003,0.981111462,0.961815075
B3LYPD3BJ,aug-pcseg-2,Hybrid/TZ,Polarised,0.991616981,0.97591807,0.961792413
B3LYPD3BJ,cc-pVDZ,Hybrid/DZ,Polarised,0.99743856,0.98226409,0.964401561
B3LYPD3BJ,cc-pVTZ,Hybrid/TZ,Polarised,0.992116406,0.974319275,0.96304451
B3LYPD3BJ,def2-SVP,Hybrid/DZ,Polarised,0.984471173,0.975909258,0.961820697
B3LYPD3BJ,def2-SVPD,Hybrid/DZ,Polarised,0.994936028,0.982198607,0.960463436
B3LYPD3BJ,def2-TZVP,Hybrid/TZ,Polarised,0.991353748,0.974927107,0.962614498
B3LYPD3BJ,def2-TZVPD,Hybrid/TZ,Polarised,0.991397391,0.975871041,0.962638106
B3LYPD3BJ,def2-TZVPP,Hybrid/TZ,Polarised,0.990277591,0.974244073,0.962011541
B3LYPD3BJ,def2-TZVPPD,Hybrid/TZ,Polarised,0.991588034,0.975341777,0.961759085
B3LYPD3BJ,pc-1,Hybrid/DZ,Polarised,0.996831759,0.977364599,0.960269647
B3LYPD3BJ,pc-2,Hybrid/TZ,Polarised,0.990928722,0.975297357,0.961455108
B3LYPD3BJ,pcseg-1,Hybrid/DZ,Polarised,0.997071205,0.977323706,0.960289741
B3LYPD3BJ,pcseg-2,Hybrid/TZ,Polarised,0.991059169,0.97540417,0.961631887
B3LYPD3BJ,SNSD,Hybrid/DZ,Polarised,1.0002827,0.979235609,0.961518479
B971,6-311G,Hybrid/TZ,Unpolarised,1.036753003,0.980677039,0.965939446
B971,6-311G*,Hybrid/TZ,Polarised,0.998870074,0.969089399,0.963372507
B971,6-311+G,Hybrid/TZ,Unpolarised,1.040983226,0.984201038,0.966452519
B971,6-311+G*,Hybrid/TZ,Polarised,1.001071159,0.972102383,0.963394048
B971,6-31G,Hybrid/DZ,Unpolarised,1.029970882,0.976683908,0.957590988
B971,6-31G*,Hybrid/DZ,Polarised,0.992541916,0.963106736,0.9581483
B971,6-31+G,Hybrid/DZ,Unpolarised,1.037162867,0.982554838,0.957679826
B971,6-31+G*,Hybrid/DZ,Polarised,0.996409133,0.969765268,0.958252372
B971,aug-cc-pVDZ,Hybrid/DZ,Polarised,1.007816109,0.988406667,0.959538413
B971,aug-cc-pVTZ,Hybrid/TZ,Polarised,0.997661002,0.979788412,0.965000062
B971,aug-pc-1,Hybrid/DZ,Polarised,1.003654162,0.982751111,0.959598509
B971,aug-pc-2,Hybrid/TZ,Polarised,0.995603956,0.979083279,0.963169352
B971,aug-pcseg-1,Hybrid/DZ,Polarised,1.007931417,0.983170173,0.96216342
B971,aug-pcseg-2,Hybrid/TZ,Polarised,0.99510922,0.979030048,0.963007709
B971,cc-pVDZ,Hybrid/DZ,Polarised,0.999253309,0.9850823,0.961921985
B971,cc-pVTZ,Hybrid/TZ,Polarised,0.995822433,0.977634407,0.965014718
B971,def2-SVP,Hybrid/DZ,Polarised,0.98923664,0.977500458,0.961564991
B971,def2-SVPD,Hybrid/DZ,Polarised,0.996246999,0.984221216,0.958489165
B971,def2-TZVP,Hybrid/TZ,Polarised,0.994915313,0.977860341,0.963855844
B971,def2-TZVPD,Hybrid/TZ,Polarised,0.995395864,0.979158827,0.963816253
B971,def2-TZVPP,Hybrid/TZ,Polarised,0.994256895,0.977650497,0.963453813
B971,def2-TZVPPD,Hybrid/TZ,Polarised,0.995167979,0.978498119,0.963253107
B971,pc-1,Hybrid/DZ,Polarised,0.998139595,0.979218696,0.960087761
B971,pc-2,Hybrid/TZ,Polarised,0.994220977,0.978382489,0.962900449
B971,pcseg-1,Hybrid/DZ,Polarised,0.996643331,0.979053976,0.957333145
B971,pcseg-2,Hybrid/TZ,Polarised,0.993819188,0.978221423,0.962890997
B971,SNSD,Hybrid/DZ,Polarised,1.000682317,0.980631841,0.961964425
B972,6-311G,Hybrid/TZ,Unpolarised,1.02520559,0.971141607,0.955622746
B972,6-311G*,Hybrid/TZ,Polarised,0.986249913,0.960018937,0.95371179
B972,6-311+G,Hybrid/TZ,Unpolarised,1.02774063,0.974612282,0.956206822
B972,6-311+G*,Hybrid/TZ,Polarised,0.989339189,0.962461828,0.953733361
B972,6-31G,Hybrid/DZ,Unpolarised,1.015369706,0.967103738,0.947584115
B972,6-31G*,Hybrid/DZ,Polarised,0.980140449,0.954061537,0.948282133
B972,6-31+G,Hybrid/DZ,Unpolarised,1.025685904,0.971725102,0.947695466
B972,6-31+G*,Hybrid/DZ,Polarised,0.984424271,0.95995049,0.948305922
B972,aug-cc-pVDZ,Hybrid/DZ,Polarised,0.994062925,0.977664695,0.949686304
B972,aug-cc-pVTZ,Hybrid/TZ,Polarised,0.984878457,0.971144824,0.954950933
B972,aug-pc-1,Hybrid/DZ,Polarised,0.993174079,0.972924589,0.95202075
B972,aug-pc-2,Hybrid/TZ,Polarised,0.98194125,0.970241128,0.953791114
B972,aug-pcseg-1,Hybrid/DZ,Polarised,0.995201915,0.973131521,0.952300324
B972,aug-pcseg-2,Hybrid/TZ,Polarised,0.982117958,0.970282893,0.953761394
B972,cc-pVDZ,Hybrid/DZ,Polarised,0.9877731,0.97448686,0.953224395
B972,cc-pVTZ,Hybrid/TZ,Polarised,0.982728988,0.969167996,0.95506986
B972,def2-SVP,Hybrid/DZ,Polarised,0.977141879,0.968702415,0.950774186
B972,def2-SVPD,Hybrid/DZ,Polarised,0.986352597,0.97488117,0.951090589
B972,def2-TZVP,Hybrid/TZ,Polarised,0.981865858,0.969420081,0.954775686
B972,def2-TZVPD,Hybrid/TZ,Polarised,0.982342235,0.970688771,0.954717362
B972,def2-TZVPP,Hybrid/TZ,Polarised,0.98164023,0.969171069,0.954452937
B972,def2-TZVPPD,Hybrid/TZ,Polarised,0.982672877,0.970169224,0.954194961
B972,pc-1,Hybrid/DZ,Polarised,0.985613081,0.968750495,0.949325003
B972,pc-2,Hybrid/TZ,Polarised,0.980879175,0.96979885,0.953545016
B972,pcseg-1,Hybrid/DZ,Polarised,0.985834831,0.968706953,0.949298331
B972,pcseg-2,Hybrid/TZ,Polarised,0.978750234,0.969663522,0.9516685
B972,SNSD,Hybrid/DZ,Polarised,0.989748943,0.972822682,0.952647323
B97D3,6-311G,GGA/TZ,Unpolarised,1.072583755,1.003779341,0.985447734
B97D3,6-311G*,GGA/TZ,Polarised,1.032422832,0.993175441,0.983694117
B97D3,6-311+G,GGA/TZ,Unpolarised,1.078898262,1.006728891,0.98561326
B97D3,6-311+G*,GGA/TZ,Polarised,1.035271591,0.99648877,0.983422004
B97D3,6-31G,GGA/DZ,Unpolarised,1.064375267,0.996258578,0.976716478
B97D3,6-31G*,GGA/DZ,Polarised,1.025323507,0.986881707,0.978665335
B97D3,6-31+G,GGA/DZ,Unpolarised,1.072703842,1.002753785,0.976319054
B97D3,6-31+G*,GGA/DZ,Polarised,1.029817679,0.993802731,0.978333714
B97D3,aug-cc-pVDZ,GGA/DZ,Polarised,1.038468432,1.012360247,0.977980905
B97D3,aug-cc-pVTZ,GGA/TZ,Polarised,1.027111536,1.004384884,0.98149922
B97D3,aug-pc-1,GGA/DZ,Polarised,1.037153629,1.00706414,0.980908021
B97D3,aug-pc-2,GGA/TZ,Polarised,1.024315857,1.003684673,0.98076665
B97D3,aug-pcseg-1,GGA/DZ,Polarised,1.039003835,1.007378551,0.981389864
B97D3,aug-pcseg-2,GGA/TZ,Polarised,1.024048814,1.003519582,0.980813775
B97D3,cc-pVDZ,GGA/DZ,Polarised,1.031156151,1.00889294,0.983444512
B97D3,cc-pVTZ,GGA/TZ,Polarised,1.025275871,1.002365126,0.981706665
B97D3,def2-SVP,GGA/DZ,Polarised,1.016561452,1.002065902,0.978093954
B97D3,def2-SVPD,GGA/DZ,Polarised,1.02447645,1.006771911,0.976240232
B97D3,def2-TZVP,GGA/TZ,Polarised,1.022462549,1.001162929,0.981145788
B97D3,def2-TZVPD,GGA/TZ,Polarised,1.024746973,1.004065829,0.981764829
B97D3,def2-TZVPP,GGA/TZ,Polarised,1.021290181,1.000794163,0.980715521
B97D3,def2-TZVPPD,GGA/TZ,Polarised,1.022965756,1.00332533,0.978405374
B97D3,pc-1,GGA/DZ,Polarised,1.02938797,1.001381745,0.97906856
B97D3,pc-2,GGA/TZ,Polarised,1.023700203,1.003172443,0.980511079
B97D3,pcseg-1,GGA/DZ,Polarised,1.031484364,1.003261396,0.97979643
B97D3,pcseg-2,GGA/TZ,Polarised,1.023284418,1.003024568,0.980917409
B97D3,SNSD,GGA/DZ,Polarised,1.034133572,1.006527058,0.980195435
BLYPD3BJ,6-311G,GGA/TZ,Unpolarised,1.083779163,1.013260307,0.995320274
BLYPD3BJ,6-311G*,GGA/TZ,Polarised,1.044934377,1.002934943,0.992471206
BLYPD3BJ,6-311+G,GGA/TZ,Unpolarised,1.091372416,1.016468989,0.994752706
BLYPD3BJ,6-311+G*,GGA/TZ,Polarised,1.049191143,1.006204175,0.991892951
BLYPD3BJ,6-31G,GGA/DZ,Unpolarised,1.076516349,1.006611124,0.986674325
BLYPD3BJ,6-31G*,GGA/DZ,Polarised,1.036388993,0.996114475,0.987928903
BLYPD3BJ,6-31+G,GGA/DZ,Unpolarised,1.087618748,1.013857643,0.986042394
BLYPD3BJ,6-31+G*,GGA/DZ,Polarised,1.04312063,1.004402527,0.987648711
BLYPD3BJ,aug-cc-pVDZ,GGA/DZ,Polarised,1.053407351,1.025182839,0.987377679
BLYPD3BJ,aug-cc-pVTZ,GGA/TZ,Polarised,1.042084878,1.01235811,0.990250441
BLYPD3BJ,aug-pc-1,GGA/DZ,Polarised,1.049021328,1.01932959,0.990670295
BLYPD3BJ,aug-pc-2,GGA/TZ,Polarised,1.040377322,1.01204821,0.989318292
BLYPD3BJ,aug-pcseg-1,GGA/DZ,Polarised,1.052191545,1.021188701,0.991597627
BLYPD3BJ,aug-pcseg-2,GGA/TZ,Polarised,1.040016273,1.011944328,0.989382729
BLYPD3BJ,cc-pVDZ,GGA/DZ,Polarised,1.042205184,1.020890981,0.994741633
BLYPD3BJ,cc-pVTZ,GGA/TZ,Polarised,1.039064292,1.010131393,0.990459321
BLYPD3BJ,def2-SVP,GGA/DZ,Polarised,1.028329388,1.014023764,0.992037401
BLYPD3BJ,def2-SVPD,GGA/DZ,Polarised,1.040445921,1.021056174,0.988801829
BLYPD3BJ,def2-TZVP,GGA/TZ,Polarised,1.039356882,1.010226726,0.990043859
